,anion,anion_smiles,cation,cation_smiles
278,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-3-propylimidazolium,CCCn1cc[n+](c1)C
279,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium,CCCn1cc[n+](c1)C
280,iodide,[I-],1-methyl-3-propylimidazolium,CCCn1cc[n+](c1)C
284,methylsulfate,COS(=O)(=O)[O-],1-methylpyridinium,C[n+]1ccccc1
285,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-nonyl-3-methylimidazolium,c1c[n+](cn1CCCCCCCCC)C
286,bis(perfluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,1-octyl-3-methylimidazolium,CCCCCCCCn1cc[n+](c1)C
287,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-octyl-3-methylimidazolium,CCCCCCCCn1cc[n+](c1)C
288,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium,CCCCCCCCn1cc[n+](c1)C
289,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],1-octyl-3-methylimidazolium,CCCCCCCCn1cc[n+](c1)C
290,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-octyl-3-methylpydridinium,c1c(C)c[n+](cc1)CCCCCCCC
291,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-octylpyridinium,CCCCCCCC[n+]1ccccc1
292,tetrafluoroborate,[B-](F)(F)(F)F,1-octylpyridinium,CCCCCCCC[n+]1ccccc1
293,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-octylquinolinium,CCCCCCCC[n+]1cccc2c1cccc2
295,bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-pentylpyridinium,CCCCC[n+]1ccccc1
296,methanesulfonate,CS(=O)(=O)[O-],"1-phenyl-2,3,5-trimethylpyrazolium",Cc1cc([n+](n1c2ccccc2)C)C
297,methanesulfonate,CS(=O)(=O)[O-],"1-phenyl-2-butyl-3,5-dimethylpyrazolium",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCC)C)
298,methanesulfonate,CS(=O)(=O)[O-],"1-phenyl-3,5-dimethyl-2-heptylpyrazolium",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCCC)C)
299,methanesulfonate,CS(=O)(=O)[O-],"1-phenyl-3,5-dimethyl-2-hexylpyrazolium",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCC)C)
300,tetrafluoroborate,[B-](F)(F)(F)F,"1-phenyl-3,5-dimethyl-2-hexylpyrazolium",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCCC)C)
301,methanesulfonate,CS(=O)(=O)[O-],"1-phenyl-3,5-dimethyl-2-pentylpyrazolium",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCC)C)
302,tetrafluoroborate,[B-](F)(F)(F)F,"1-phenyl-3,5-dimethyl-2-pentylpyrazolium",C2=CC=CC=C2[N+]1=C(C)(C=C(N1CCCCC)C)
303,tetrafluoroborate,[B-](F)(F)(F)F,1-propyl-3-methylimidazolium,CCCn1cc[n+](c1)C
304,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-propylpyridinium,CCC[n+]1ccccc1
305,tetrafluoroborate,[B-](F)(F)(F)F,1-propylpyridinium,CCC[n+]1ccccc1
306,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-tetradecyl-3-methylimidazolium,CCCCCCCCCCCCCCn1cc[n+](c1)C
307,tetrafluoroborate,[B-](F)(F)(F)F,1-undecyl-3-methylimidazolium,CCCCCCCCCCC[n+]1ccn(c1)C
309,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"2,3,5-trimethyl-1-propyl-1H-pyrazolium",C[N+]1=C(C)(C=C(N1CC)C)
310,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"2-(acetyloxy)-N-ethyl-N,N-dimethylethanaminium",CC(=O)OCC[N+](C)(C)CC
311,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2-(ethoxymethyl)-1-ethyl-3-methylimidazolium,C1=C[N+](C)=C(COCC)N1CC
312,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"2-acetoxy-N,N,N-trimethylethanaminium",CC(=O)OCC[N+](C)(C)C
313,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2-butyl-1-ethylpyridin-1-ium,CCCC[n+]1ccccc1CC
314,bis[(trifluoromethyl)sulfonyl]amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2-butylisoquinolinium,CCCC[n+]1ccc2ccccc2c1
315,bis(trifluoromethanesulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium",CC[NH+]=C(N(C)C)N(C)C
317,.beta.-alaninate,C(CN)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
318,2-(bis(2-hydroxyethyl)amino)ethanesulfonate,C(CO)N(CCO)CCS(=O)(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
319,2-hydroxy-3-morpholinopropanesulfonate,C1COCCN1CC(CS(=O)(=O)[O-])O,"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
320,"3-((1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl)amino)-2-hydroxypropanesulfonate",C(C(CS(=O)(=O)[O-])O)NC(CO)(CO)CO,"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
321,L-alaninate,C[C@@H](C(=O)[O-])N,"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
322,L-serinate,C([C@@H](C(=O)[O-])N)O,"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
323,glycinate,C(C(=O)[O-])N,"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
324,hexanoate,CCCCCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium",C[N+](C)(C)CCO
325,L-prolinate,C1C[C@H](NC1)C(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminiume",OCC[N+](C)(C)C
326,chloride,[Cl-],2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium,OCC[NH+](C)CCO
327,phosphate,[O-]P(=O)([O-])[O-],2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium,OCC[NH+](C)CCO
328,tetrafluoroborate,[B-](F)(F)(F)F,2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium,OCC[NH+](C)CCO
329,formate,C(=O)[O-],2-hydroxy-N-methylethanaminium,OCC[NH2+]C
330,isobutyrate,CC(C)C(=O)[O-],2-hydroxy-N-methylethanaminium,OCC[NH2+]C
331,pentanoate,CCCCC(=O)[O-],2-hydroxy-N-methylethanaminium,OCC[NH2+]C
332,propionate,CCC(=O)[O-],2-hydroxy-N-methylethanaminium,OCC[NH2+]C
333,tetrafluoroborate,[B-](F)(F)(F)F,2-hydroxyethanaminium,C(CO)[NH3+]
334,formate,C(=O)[O-],2-hydroxypropanaminium,CC(C[NH3+])O
336,trifluoro(trifluoromethyl)borate,F[B-](F)(F)C(F)(F)F,"2-methoxy-N-ethyl-N,N-dimethylethan-1-aminium",C[N+](CC)(C)CCOC
338,formate,C(=O)[O-],2-methylbutylammonium,[NH3+]CC(C)CC
339,formate,C(=O)[O-],2-methylpropylammonium,CC(C)C[NH3+]
340,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2-octylisoquinolinium,CCCCCCCC[n+]1ccc2ccccc2c1
341,thiocyanate,C(#N)[S-],2-octylisoquinolinium,CCCCCCCC[n+]1ccc2ccccc2c1
343,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium,CCn1cc[n+](c1)CC(=O)NCCCC
345,bromide,[Br-],3-(2-cyanoethyl)-1-decyl-1H-imidazolium,CCCCCCCCCCn1cc[n+](c1)CCC#N
348,chloride,[Cl-],3-(2-cyanoethyl)-1-hexyl-1H-imidazol-3-ium,C2=CN(C=[N+]2CCC#N)CCCCCC
349,3-sulfobenzoate,c1cc(cc(c1)S(=O)(=O)[O-])C(=O)O,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium,C1=C[N+](CCC#N)=CN1CCCCCC
350,benzenesulfonate,c1ccc(cc1)S(=O)(=O)[O-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium,C1=C[N+](CCC#N)=CN1CCCCCC
351,bromide,[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium,C1=C[N+](CCC#N)=CN1CCCCCC
352,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium,C1=C[N+](CCC#N)=CN1CCCCCC
353,3-sulfobenzoate,c1cc(cc(c1)S(=O)(=O)[O-])C(=O)O,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium,C1=C[N+](CCC#N)=CN1CCCCCCCC
354,chloride,[Cl-],3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium,C1=C[N+](CCC#N)=CN1CCCCCCCC
355,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium,C1=C[N+](CCC#N)=CN1CCCCCCCC
356,bromide,[Br-],3-(2-cyanoethyl)-1-octyl-1H-imidazolium,C2=CN(C=[N+]2CCC#N)CCCCCCCC
357,benzenesulfonate,c1ccc(cc1)S(=O)(=O)[O-],3-(2-cyanoethyl)-1-octylimidazolium,C1=C[N+](CCC#N)=CN1CCCCCCCC
358,decylsulfate,CCCCCCCCCCOS(=O)(=O)[O-],3-(2-cyanoethyl)-1-octylimidazolium,C1=C[N+](CCC#N)=CN1CCCCCCCC
359,dicyanoazanide,C(=[N-])=NC#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium,C[n+]1ccn(c1)CCO
361,hexafluorophosphate,F[P-](F)(F)(F)(F)F,3-(2-hydroxyethyl)-1-methylimidazolium,C[n+]1ccn(c1)CCO
364,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-(3-cyanopropyl)-1-methylimidazolium,N#CCCCn1cc[n+](c1)C
365,chloride,[Cl-],3-(6-hydroxyhexyl)-1-methylimidazolium,OCCCCCC([n+]1ccn(c1)C)
366,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium,C[n+]1ccn(c1)CC#N
367,ethylsulfate,CCOS(=O)(=O)[O-],3-(ethoxycarbonyl)-1-ethylpyridinium,O=C(OCC)c1ccc[n+](c1)CC
368,chloride,[Cl-],3-allyl-1-(2-cyanoethyl)-1H-imidazolium,C1=C[N+](CC=C)=CN1CCC#N
369,chloride,[Cl-],3-butyl-1-(2-cyanoethyl)-1H-imidazol-3-ium,N#CCCn1cc[n+](c1)CCCC
370,L-alaninate,C[C@@H](C(=O)[O-])N,3-butyl-1-methyl-1H-imidazolium,C1=C[N+](CCCC)=CN1C
371,butanoate,CCCC(=O)[O-],3-butyl-1-methyl-1H-imidazolium,C1=C[N+](CCCC)=CN1C
372,formate,C(=O)[O-],3-butyl-1-methyl-1H-imidazolium,C1=C[N+](CCCC)=CN1C
373,propanoate,CCC(=O)[O-],3-butyl-1-methyl-1H-imidazolium,C1=C[N+](CCCC)=CN1C
375,benzoate,c1ccc(cc1)C(=O)[O-],3-butyl-1-methylimidazolium,CCCCn1cc[n+](c1)C
376,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-cyano-1-hexylpyridinium,CCCCCC[n+]1cccc(C#N)c1
377,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-cyano-1-octylpyridinium,CCCCCCCC[n+]1cccc(c1)C#N
378,thiocyanate,C(#N)[S-],3-decyl-1-methyl-1H-imidazolium,c1c[n+](cn1CCCCCCCCCC)C
379,L-serinate,C([C@@H](C(=O)[O-])N)O,3-ethyl-1-methyl-1H-imidazolium,CCn1c[n+](cc1)C
381,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-hexadecyl-1-methyl-1H-imidazolium,CCCCCCCCCCCCCCCCn1cc[n+](c1)C
382,bromide,[Br-],3-hexyl-1-methyl-1H-imidazolium,CCCCCC[n+]1cc[n](c1)C
383,acetate,CC(=O)[O-],3-hexyl-1-methylimidazolium,CCCCCCn1cc[n+](c1)C
384,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-methyl-1-propylpyridinium,CCC[n+]1cccc(c1)C
385,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3-methyl-1-undecyl-1H-imidazol-3-ium,CCCCCCCCCCC[n+]1ccn(c1)C
386,bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,4-(2-methoxyethyl)-4-methylmorpholinium,O(CC[N+]1(C)CCOCC1)C
388,bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,4-(3-hydroxypropyl)-4-methylmorpholinium,O(CCC[N+]1(C)CCOCC1)
389,butylphosphonate,[O-]P([O-])(=O)CCCC,4-butyl-4-methylmorpholin-4-ium,C[N+]1(CCOCC1)CCCC
390,ethylphosphonate,[O-]P([O-])(=O)CC,4-ethyl-4-methylmorpholin-4-ium,CC[N+]1(CCOCC1)C
391,hexylphosphonate,[O-]P(=O)([O-])CCCCCC,4-hexyl-4-methylmorpholin-4-ium,CCCCCCCCCCCCCCCCCC1OCC(O1)COCCCCCC[N+]2(CCOCC2)C
392,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,4-hexyl-4-methylmorpholinium,CCCC(CC[N+]1(C)CCOCC1)
393,methanesulfonate,CS(=O)(=O)[O-],"4-methyl-1-propyl-1,2,4-triazolium",C2=NN(C=[N+]2CC)C
394,nitrate,[N+](=O)([O-])[O-],"4-methyl-1-propyl-1,2,4-triazolium",C2=NN(C=[N+]2CC)C
395,tosylate,CC1=CC=C(C=C1)S(=O)(=O)[O-],"4-methyl-1-propyl-1,2,4-triazolium",C2=NN(C=[N+]2CC)C
396,octylphosphonate,O=P([O-])([O-])CCCCCCCC,4-methyl-4-octylmorpholin-4-ium,CCCCCCCC[N+]1(CCOCC1)C
401,"2,2,2-trifluoroacetate",C(=O)(C(F)(F)F)[O-],"N,N,N',N'-tetramethylguanidine",CN(C)C(=[NH2+])N(C)C
403,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N,N-triethyl-1-decanaminium",C(CCCCCCCC[N+](CC)(CC)CC)C
404,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N,N-triethyl-2-methoxyethan-1-aminium",CC[N+](CC)(CC)CCOC
407,trifluoro(trifluoromethyl)borate,F[B-](F)(F)C(F)(F)F,"N,N,N-triethyl-2-methoxyethan-1-aminium",CC[N+](CC)(CC)CCOC
408,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N,N-triethyldodecan-1-aminium",CCCCCCCCCCCC[N+](CC)(CC)CC
409,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N,N-triethyltetradecan-1-aminium",CCCCCCCCCCCCCC[N+](CC)(CC)CC
410,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N,N-trimethylpropanaminium",CCC[N+](C)(C)C
411,2-aminoethanesulfonate,C(CS(=O)(=O)[O-])N,"N,N-dibutyl-N-methyl-1-butanaminium",CCCC[N+](C)(CCCC)CCCC
412,L-lysinate,C(CCN)C[C@@H](C(=O)[O-])N,"N,N-dibutyl-N-methyl-1-butanaminium",CCCC[N+](C)(CCCC)CCCC
413,L-threoninate,C[C@H]([C@@H](C(=O)[O-])N)O,"N,N-dibutyl-N-methyl-1-butanaminium",CCCC[N+](C)(CCCC)CCCC
414,L-serinate,C([C@@H](C(=O)[O-])N)O,"N,N-dibutyl-N-methylbutanaminium",CCCC[N+](C)(CCCC)CCCC
415,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",[N+](CC)(CC)(C)(CCOC)
416,tetrafluoroborate,[B-](F)(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",[N+](CC)(CC)(C)(CCOC)
420,trifluoro(trifluoromethyl)borate,F[B-](F)(F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium",[N+](CC)(CC)(C)(CCOC)
421,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N-diethyl-N-methylbutan-1-aminium",CC[N+](C)(CC)CCC(C)
423,trifluoro(trifluoromethyl)borate,F[B-](F)(F)C(F)(F)F,"N,N-diethyl-N-methylbutan-1-aminium",CC[N+](C)(CC)CCC(C)
424,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N-diethyl-N-methylpropan-1-aminium",CCC[N+](C)(CC)CC
425,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],"N,N-diethylprop-2-en-1-aminium",CC[NH+](CC)CC=C
426,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],"N,N-diethylpropan-1-aminium",CCC[NH+](CC)CC
428,bis(trifluoromethanesulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N-dimethylacetamidium",CC(=[N+](C)C)O
429,acetate,CC(=O)[O-],"N,N-dimethylethanamine",CC[NH+](C)C
430,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],"N,N-dimethylprop-2-en-1-aminium",C=C\C[NH+](C)C
431,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],"N,N-dimethylpropan-1-aminium",CCC[NH+](C)C
432,bis(trifluoromethanesulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N,N-dimethylpropionamidium",CCC(=O)[NH+](C)C
438,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N-(2-hydroxyethyl)-N,N-dimethyl-1-propanaminium",CCC[N+](C)(C)CCO
442,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],N-allyl-N-methylprop-2-en-1-aminium,C[NH+](CC=C)CC=C
444,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium",COCCOCC[N+](C)(C)CC
446,tetrafluoroborate,[B-](F)(F)(F)F,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium",C[N+](CC)(C)CCOC
450,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N-ethyl-N,N-dimethyl-1-propanaminium",CCC[N+](C)(C)CC
451,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N-ethyl-N,N-dimethylheptanaminium",CCCCCCC[N+](C)(C)CC
452,ethylphosphonate,[O-]P([O-])(=O)CC,N-ethyl-N-methylpyrrolidinium,CC[N+]1(CCCC1)C
454,hexylphosphonate,[O-]P(=O)([O-])CCCCCC,N-hexyl-N-methylpyrrolidinium,CCCCCC[N+]1(CCCC1)C
455,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,N-hexylisoquinolinium,CCCCCC[n+]1ccc2ccccc2c1
460,acetate,CC(=O)[O-],N-methyl-2-hydroxyethylammonium,OCC[NH2+]C
461,butanoate,CCCC(=O)[O-],N-methyl-2-hydroxyethylammonium,OCC[NH2+]C
462,acetate,CC(=O)[O-],N-methyl-2-oxopyrrolidinium,C[N+]1=C(CCC1)O
463,butanoate,CCCC(=O)[O-],N-methyl-2-oxopyrrolidinium,C[N+]1=C(CCC1)O
464,formate,C(=O)[O-],N-methyl-2-oxopyrrolidinium,C[N+]1=C(CCC1)O
465,hexanoate,CCCCCC(=O)[O-],N-methyl-2-oxopyrrolidinium,C[N+]1=C(CCC1)O
466,pentanoate,CCCCC(=O)[O-],N-methyl-2-oxopyrrolidinium,C[N+]1=C(CCC1)O
